latitud,longitud,altura,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total,duracion_dia_verano_horas,duracion_dia_invierno_horas,angulo_cenital_mediodia_verano_grados,angulo_cenital_mediodia_invierno_grados,ghi
-28.0,-61.0,62.0,9.15,0.4058,12.0,8.375,2.85,3.3988,100.5,20.4602,0.1094,76.6462,65.5656,56.186,7.1737,786.7875,1.4401,0.1089,4.699,4.1186,3.2589,0.4486,49.4238,127.5996,0.5857,142.4618,85.4603,14.8622,50.0544,1025.524,13.8294,0.2351,27.9692,21.5657,14.1398,5.0696,258.7885,13.2611,0.1716,34.9347,28.9721,21.6736,4.9719,347.6649,13.4744,0.3193,21.514,15.1743,8.0396,4.8449,182.0919,13.778,10.222,4.5502,51.4498,206.6837
-28.0,-60.0,55.0,8.25,0.3603,11.9,8.5958,3.65,3.0974,103.15,17.2976,0.0879,81.0089,70.7445,63.7113,6.2167,848.9339,1.1833,0.0781,4.7175,4.0884,3.5342,0.3193,49.0611,153.5033,0.5143,177.8233,105.3764,24.32,54.1912,1264.5172,13.4353,0.2306,27.4181,21.1315,13.9828,4.8727,253.5777,13.4947,0.1745,35.0912,28.8841,21.5965,5.0415,346.6089,12.7011,0.3061,20.8223,14.8212,8.1212,4.5362,177.8546,13.778,10.222,4.5502,51.4498,204.8615
-28.0,-57.0,67.0,5.05,0.1679,13.0,10.6542,7.95,1.7884,127.85,17.8626,0.0835,85.8658,76.1164,68.0032,6.354,913.3965,0.709,0.0589,4.6459,4.2201,3.9369,0.2486,50.641,131.3506,0.31,203.0264,135.7035,71.6758,42.0616,1628.4414,13.3485,0.2289,27.5166,21.1528,14.1681,4.8421,253.8337,13.3518,0.1813,33.2949,27.148,19.9431,4.9223,325.7759,12.5209,0.2869,21.804,15.6462,9.2831,4.4892,187.7547,13.778,10.222,4.5502,51.4498,201.3816
-27.0,-68.0,3024.0,9.7,0.742,10.55,5.1292,0.85,3.806,61.55,28.798,0.2921,52.2792,35.0116,23.4812,10.2255,420.139,1.5508,0.1791,3.5273,2.4843,1.9765,0.4449,29.8121,45.679,0.8352,48.4135,21.0316,2.7345,17.5649,252.3796,11.1873,4.7887,6.106,0.8451,-5.0813,4.0472,10.1418,12.0998,0.4842,15.0839,9.671,2.9841,4.6825,116.0517,9.0982,-0.4707,-1.9343,-6.2654,-11.0325,2.9493,-75.1846,13.7025,10.2975,3.5502,50.4498,291.6636
-27.0,-67.0,1063.0,12.3,0.6794,13.1,6.7,0.8,4.5522,80.4,38.8626,0.305,68.949,48.0225,30.0864,14.6445,576.2697,1.9672,0.2542,3.8293,2.4727,1.8621,0.6286,29.6728,129.6683,0.8694,133.7257,54.9898,4.0574,47.8075,659.8777,9.636,0.402,13.5681,9.1885,3.9321,3.6933,110.2618,7.7737,0.1575,21.5767,18.3942,13.803,2.8971,220.7304,10.0017,1.9812,7.3453,1.9198,-2.6564,3.8035,23.038,13.7025,10.2975,3.5502,50.4498,267.9565
-27.0,-63.0,125.0,11.75,0.6178,12.7,7.2167,0.95,4.4587,86.6,26.2838,0.1584,68.0797,56.6994,41.7959,8.9835,680.3929,1.7773,0.1325,4.9883,4.3447,3.211,0.5757,52.1365,131.7786,0.7934,134.9382,62.9156,3.1596,49.92,754.9868,13.0555,0.2135,28.6289,23.0068,15.5734,4.911,276.0813,11.9133,0.15,35.5489,30.5893,23.6356,4.5892,367.0712,13.3772,0.3003,22.1386,16.27,8.7614,4.8861,195.2402,13.7025,10.2975,3.5502,50.4498,202.5191
-27.0,-62.0,82.0,10.1,0.5041,12.1,7.5708,2.0,3.8168,90.85,23.0704,0.1269,71.6077,60.3805,48.5373,7.6596,724.5657,1.641,0.1263,4.9632,4.3509,3.3222,0.5496,52.2113,124.0153,0.6386,135.0118,74.7126,10.9965,47.7109,896.5506,13.1644,0.2177,28.4699,22.5319,15.3055,4.9053,270.3833,12.1683,0.1564,35.0468,29.739,22.8785,4.6498,356.8679,13.2232,0.2978,22.2265,16.1785,9.0033,4.8176,194.1425,13.7025,10.2975,3.5502,50.4498,203.9498
-26.0,-68.0,4806.0,11.2,0.8956,11.7,4.9375,0.5,4.4222,59.25,20.79,0.2359,42.7096,30.8302,21.9196,7.2721,369.9625,1.1945,0.2063,2.9409,2.271,1.7464,0.4684,27.2515,40.0118,0.9229,41.9888,16.6328,1.977,15.3509,199.5931,11.7087,1.4293,8.8501,2.9586,-2.8586,4.2288,35.5029,12.9199,0.3874,18.6543,12.7113,5.7344,4.9245,152.5359,9.0194,-0.5912,-0.2071,-4.8924,-9.2265,2.8922,-58.7094,13.6285,10.3715,2.5502,49.4498,294.0616
-26.0,-67.0,3331.0,16.05,0.7613,16.9,8.2042,0.85,6.2461,98.45,33.9926,0.2551,65.8547,46.9727,31.8621,11.9838,563.6729,1.7445,0.2257,3.5697,2.4558,1.8252,0.5543,29.4691,169.736,0.9808,172.6171,64.143,2.8811,62.9141,769.7158,10.5278,2.1292,6.6925,1.8396,-3.8353,3.9169,22.0754,10.818,0.3984,15.118,10.3102,4.3,4.1071,123.7221,9.5339,-0.6363,-0.3282,-4.9941,-9.8621,3.1778,-59.9288,13.6285,10.3715,2.5502,49.4498,274.4483
-34.8167,-58.5333,20.0,3.0,0.1691,7.5,5.7917,4.5,0.9793,69.5,15.6,0.0712,79.7,72.6667,64.1,5.1713,872.0,1.1,0.1104,4.5,3.9,3.4,0.4306,46.8,60.1,0.2648,108.5,84.575,48.4,22.3961,1014.9,14.3,0.2977,24.1,17.0417,9.8,5.0726,204.5,15.3,0.2372,30.3,22.7083,15.0,5.3868,272.5,12.7,0.3918,17.9,11.5417,5.2,4.522,138.5,14.341,9.659,11.3669,58.2665,199.8639
-26.2,-58.2167,60.0,4.9,0.2638,8.3,6.3333,3.4,1.6708,76.0,11.9,0.0562,81.2,74.5083,69.3,4.1895,894.1,1.0,0.0671,4.5,3.9333,3.5,0.264,47.2,143.6,0.4386,178.4,117.2083,34.8,51.4051,1406.5,11.3,0.1802,27.7,22.45,16.4,4.0455,269.4,11.4,0.1422,34.1,28.6167,22.7,4.0691,343.4,11.0,0.225,22.5,17.375,11.5,3.9099,208.5,13.6432,10.3568,2.7502,49.6498,201.9707
-35.6833,-63.75,145.0,5.1,0.3667,7.8,5.3833,2.7,1.9738,64.6,19.0,0.0937,78.0,68.0083,59.0,6.3734,816.1,1.0,0.1,4.0,3.45,3.0,0.3451,41.4,114.7,0.5833,130.6,73.7667,15.9,43.0312,885.2,15.8,0.3487,23.8,16.2667,8.0,5.6725,195.2,15.8,0.2436,30.9,23.3917,15.1,5.6982,280.7,14.6,0.5208,17.1,10.1,2.5,5.2596,121.2,14.42,9.58,12.2335,59.1331,206.0283
-48.7667,-70.15,358.0,2.0,0.1996,3.8,2.5167,1.8,0.5024,30.2,30.66,0.1947,74.36,56.0183,43.7,10.9086,672.22,0.7,0.0577,4.2,3.84,3.5,0.2217,46.08,8.1,0.243,16.2,10.45,8.1,2.5397,125.4,13.4,0.5443,15.3,9.055,1.9,4.9283,108.66,16.9,0.4216,22.6,14.7667,5.7,6.2252,177.2,11.6,1.124,9.2,3.7667,-2.4,4.2337,45.2,15.9552,8.0448,25.3169,72.2165,165.621
-33.0,-58.6,23.0,3.4,0.1931,7.6,5.9833,4.2,1.1551,71.8,16.2,0.0741,82.0,74.275,65.8,5.5067,891.3,1.0,0.0969,4.1,3.525,3.1,0.3415,42.3,83.7,0.3134,140.2,101.5,56.5,31.8082,1218.0,14.2,0.2803,24.9,17.925,10.7,5.0249,215.1,14.6,0.2142,31.2,24.025,16.6,5.1455,288.3,12.8,0.3654,18.8,12.4583,6.0,4.5528,149.5,14.1815,9.8185,9.5502,56.4498,201.1626
-25.7167,-54.4667,270.0,5.5,0.1676,11.4,8.3167,5.9,1.394,99.8,12.8,0.0512,88.6,81.1417,75.8,4.1535,973.7,0.9,0.0814,4.1,3.65,3.2,0.297,43.8,163.3,0.2684,247.0,163.3083,83.7,43.8337,1959.7,9.9,0.1699,25.8,21.35,15.9,3.6265,256.2,9.8,0.1303,32.0,27.6833,22.2,3.6063,332.2,9.7,0.215,20.7,16.275,11.0,3.4999,195.3,13.6078,10.3922,2.2669,49.1665,202.1578
-30.2167,-68.7333,1175.0,3.1,0.6505,3.6,1.5083,0.5,0.9811,18.1,18.0,0.1099,66.2,57.3333,48.2,6.2994,688.0,1.2,0.1748,3.0,2.3583,1.8,0.4122,28.3,30.5,0.8872,32.3,10.2833,1.8,9.1238,123.4,18.2,0.3942,25.4,16.7667,7.2,6.6098,201.2,15.3,0.2193,32.9,25.6083,17.6,5.6158,307.3,19.0,0.9367,16.6,7.3833,-2.4,6.916,88.6,13.9511,10.0489,6.7669,53.6665,246.6943
-24.3833,-65.0833,907.0,10.8,0.8118,11.3,5.2833,0.5,4.2891,63.4,31.5,0.1603,81.5,68.75,50.0,11.0193,825.0,2.6,0.1997,5.4,4.4083,2.8,0.8806,52.9,151.9,1.0234,154.0,60.0333,2.1,61.4392,720.4,12.1,0.2329,24.0,19.025,11.9,4.4305,228.3,10.8,0.1548,30.7,25.9583,19.9,4.0173,311.5,12.5,0.3418,18.5,13.3583,6.0,4.566,160.3,13.5119,10.4881,0.9335,47.8331,229.2006
-24.18,-65.33,1302.0,12.1,0.6487,13.8,7.3583,1.7,4.7731,88.3,22.3,0.1048,84.9,76.1167,62.6,7.9754,913.4,2.8,0.212,5.8,4.7167,3.0,0.9998,56.6,185.6,0.9562,191.5,79.2667,5.9,75.7928,951.2,11.1,0.2384,21.3,16.7417,10.2,3.9915,200.9,9.1,0.145,27.7,23.7,18.6,3.4362,284.4,12.2,0.382,16.7,11.65,4.5,4.4502,139.8,13.4974,10.5026,0.7302,47.6298,229.2006
-34.55,-60.9167,81.0,5.5,0.3455,8.6,5.75,3.1,1.9865,69.0,14.4,0.066,78.9,72.3583,64.5,4.7788,868.3,0.9,0.0951,4.0,3.5417,3.1,0.337,42.5,104.5,0.4508,134.2,92.1,29.7,41.5191,1105.2,14.3,0.317,23.0,16.1,8.7,5.104,193.2,14.6,0.2267,29.8,22.9417,15.2,5.2004,275.3,13.1,0.4614,16.5,10.1333,3.4,4.6755,121.6,14.3171,9.6829,11.1002,57.9998,200.2199
-34.95,-57.8833,23.0,2.3,0.1291,7.4,6.15,5.1,0.7937,73.8,14.3,0.0606,85.1,78.875,70.8,4.7759,946.5,1.0,0.1092,4.1,3.6167,3.1,0.395,43.4,54.2,0.2015,112.8,89.3917,58.6,18.0114,1072.7,13.9,0.3064,23.1,16.1917,9.2,4.9608,194.3,14.7,0.2417,28.9,21.625,14.2,5.2265,259.5,12.2,0.3947,17.4,11.2667,5.2,4.4473,135.2,14.353,9.647,11.5002,58.3998,199.3519
-22.1,-65.6,3459.0,11.5,1.1283,11.5,3.7167,0.0,4.1937,44.6,37.5,0.3334,63.2,43.6167,25.7,14.544,523.4,3.6,0.4902,4.9,2.7333,1.3,1.3398,32.8,101.9,1.2452,101.9,27.5583,0.0,34.3149,330.7,9.4,0.3386,13.9,10.3,4.5,3.4876,123.6,6.4,0.11,22.5,19.7083,16.1,2.1673,236.5,13.9,2.8867,7.7,1.8583,-6.2,5.3644,22.3,13.3526,10.6474,1.3498,45.5498,271.9723
-29.3667,-66.7833,429.0,6.6,0.7587,7.1,3.1917,0.5,2.4217,38.3,23.5,0.1462,71.1,60.1083,47.6,8.7891,721.3,1.9,0.1944,4.0,3.225,2.1,0.6269,38.7,87.0,0.9559,90.3,33.9083,3.3,32.4126,406.9,17.0,0.307,27.6,20.2667,10.6,6.2211,243.2,15.9,0.2075,35.4,28.15,19.5,5.8422,337.8,17.3,0.4458,21.5,14.025,4.2,6.2519,168.3,13.8837,10.1163,5.9169,52.8165,226.4333
-34.1167,-63.3667,137.0,6.1,0.4609,8.0,5.2917,1.9,2.4389,63.5,13.9,0.0742,78.4,71.1583,64.5,5.2801,853.9,1.1,0.1129,4.0,3.4,2.9,0.3838,40.8,124.2,0.6207,137.4,77.75,13.2,48.2624,933.0,15.1,0.3366,23.2,16.0833,8.1,5.4138,193.0,14.7,0.2241,30.4,23.55,15.7,5.2764,282.6,14.1,0.5018,16.9,10.2083,2.8,5.1229,122.5,14.2786,9.7214,10.6669,57.5665,204.3784
-36.0333,-59.1333,36.0,2.9,0.2007,7.0,5.6,4.1,1.1241,67.2,13.7,0.0626,82.2,76.625,68.5,4.7953,919.5,0.9,0.0897,4.4,3.9167,3.5,0.3512,47.0,68.9,0.2989,118.8,81.725,49.9,24.4282,980.7,14.5,0.3328,22.6,15.4333,8.1,5.1364,185.2,15.8,0.2559,29.7,21.9,13.9,5.6037,262.8,12.0,0.459,15.2,9.4417,3.2,4.3333,113.3,14.4524,9.5476,12.5835,59.4831,198.2992
-24.7,-60.5833,130.0,6.1,0.4313,7.5,5.15,1.4,2.2212,61.8,20.8,0.0971,80.0,69.8667,59.2,6.7843,838.4,1.5,0.1075,4.5,3.7917,3.0,0.4078,45.5,144.5,0.6587,156.4,80.6,11.9,53.0916,967.2,11.7,0.1813,28.3,22.9917,16.6,4.169,275.9,11.7,0.1382,35.5,30.1833,23.8,4.1709,362.2,11.3,0.2326,22.1,17.1833,10.8,3.9961,206.2,13.5345,10.4655,1.2502,48.1498,202.4807
-35.4667,-69.5833,1425.0,1.5,0.153,4.1,3.2083,2.6,0.4907,38.5,23.7,0.1619,63.7,52.0167,40.0,8.4193,624.2,1.4,0.1459,4.0,3.3167,2.6,0.484,39.8,16.1,0.1801,33.5,26.7167,17.4,4.8119,320.6,16.8,0.4977,20.6,12.1417,3.8,6.0429,145.7,17.3,0.304,29.1,20.375,11.8,6.1942,244.5,13.9,1.0659,11.6,4.675,-2.3,4.9829,56.1,14.4001,9.5999,12.0169,58.9165,226.7413
-41.2333,-68.7,888.0,4.0,0.4436,5.4,2.88,1.4,1.2777,34.56,28.3,0.1746,72.4,57.7833,44.1,10.0862,693.4,1.4,0.1371,4.0,3.3417,2.6,0.4582,40.1,26.54,0.3753,35.44,19.9883,8.9,7.5016,239.86,18.0,0.6739,18.6,9.5333,0.6,6.4246,114.4,20.5,0.4354,26.7,16.725,6.2,7.2829,200.7,14.0,1.8879,9.6,2.6417,-4.4,4.9872,31.7,14.9793,9.0207,17.7835,64.6831,203.0609
-37.9167,-57.5667,21.0,2.0,0.1047,7.7,6.5333,5.7,0.684,78.4,9.3,0.0391,82.0,78.3167,72.7,3.0608,939.8,1.0,0.0933,4.7,4.1833,3.7,0.3904,50.2,45.8,0.2048,103.6,78.8333,57.8,16.1457,946.0,12.8,0.3305,20.3,13.95,7.5,4.6106,167.4,13.8,0.2495,26.4,19.625,12.6,4.8964,235.5,11.3,0.47,14.5,8.8333,3.2,4.152,106.0,14.6331,9.3669,14.4669,61.3665,190.9201
-32.6667,-62.15,114.0,5.9,0.4269,7.7,5.1167,1.8,2.1842,61.4,13.7,0.0665,80.5,74.6,66.8,4.9611,895.2,0.9,0.0906,4.0,3.4417,3.1,0.3118,41.3,136.1,0.6112,148.6,78.55,12.5,48.0062,942.6,14.3,0.3029,23.5,16.9583,9.2,5.1364,203.5,13.6,0.202,30.4,24.275,16.8,4.9038,291.3,13.7,0.4563,17.2,10.8167,3.5,4.9354,129.8,14.1531,9.8469,9.2169,56.1165,205.5462
-32.8333,-68.7833,704.0,3.5,0.4418,4.5,2.5167,1.0,1.1118,30.2,25.6,0.1693,69.1,54.8917,43.5,9.2925,658.7,1.0,0.083,3.7,3.1167,2.7,0.2588,37.4,42.2,0.7015,47.2,19.8333,5.0,13.9123,238.0,18.0,0.3752,25.9,17.3417,7.9,6.5067,208.1,17.5,0.2594,32.8,24.3667,15.3,6.3206,292.4,17.3,0.5631,19.3,11.0667,2.0,6.2316,132.8,14.1673,9.8327,9.3835,56.2831,231.6573
-32.8833,-68.8667,827.0,3.3,0.3681,4.9,3.1167,1.6,1.1472,37.4,19.1,0.1166,70.4,59.3,51.3,6.9119,711.6,1.0,0.0833,3.7,3.0917,2.7,0.2575,37.1,36.2,0.566,44.3,22.25,8.1,12.5925,267.0,17.0,0.3755,24.4,16.25,7.4,6.1016,195.0,16.0,0.2517,30.7,22.9833,14.7,5.7844,275.8,15.4,0.505,18.3,10.8667,2.9,5.4877,130.4,14.1715,9.8285,9.4335,56.3331,231.6573
-30.25,-57.6333,54.0,4.2,0.2001,8.4,6.5667,4.2,1.3138,78.8,14.0,0.065,81.5,74.1,67.5,4.8185,889.2,1.0,0.0931,4.2,3.5917,3.2,0.3343,43.1,135.5,0.3425,197.2,126.7583,61.7,43.4146,1521.1,13.1,0.2351,26.2,19.775,13.1,4.6494,237.3,13.5,0.1866,32.4,25.775,18.9,4.8093,309.3,11.8,0.2845,20.6,14.8,8.8,4.2106,177.6,13.9538,10.0462,6.8002,53.6998,202.3101
-38.95,-68.1333,271.0,2.4,0.3019,4.0,2.475,1.6,0.7473,29.7,33.7,0.2334,70.9,53.5583,37.2,12.4987,642.7,2.2,0.2183,4.5,3.4417,2.3,0.7513,41.3,23.3,0.3815,32.9,17.6417,9.6,6.7302,211.7,18.1,0.437,24.1,14.9333,6.0,6.5265,179.2,19.0,0.3059,32.1,22.55,13.1,6.898,270.6,15.4,0.6818,15.9,8.1,0.5,5.5222,97.2,14.7368,9.2632,15.5002,62.3998,215.2697
-35.4333,-60.8667,76.0,5.1,0.2938,8.3,5.925,3.2,1.741,71.1,16.3,0.077,78.9,71.0833,62.6,5.4719,853.0,1.0,0.1019,4.2,3.6,3.2,0.3668,43.2,101.6,0.4139,139.4,87.7833,37.8,36.3294,1053.4,14.8,0.3276,23.3,16.0917,8.5,5.2723,193.1,15.9,0.2471,30.5,22.8333,14.6,5.6423,274.0,12.6,0.4263,16.8,10.6,4.2,4.5193,127.2,14.397,9.603,11.9835,58.8831,198.5516
-27.4833,-55.1167,303.0,1.92,0.0731,9.5,8.555,7.58,0.6251,68.44,9.9,0.0486,84.6,79.5375,74.7,3.8634,636.3,0.7,0.0761,4.0,3.6125,3.3,0.2748,28.9,71.8,0.1314,215.2,172.6475,143.4,22.6907,1381.18,9.0,0.1547,24.7,20.5125,15.7,3.1742,164.1,10.1,0.1316,31.6,27.0375,21.5,3.5585,216.3,7.8,0.1797,19.3,15.5625,11.5,2.7964,124.5,13.7388,10.2612,4.0335,50.9331,198.3803
-36.8833,-60.2167,166.0,3.9,0.2649,7.4,5.5167,3.5,1.4615,66.2,17.1,0.0773,82.0,75.4333,64.9,5.8337,905.2,0.8,0.0811,4.5,4.075,3.7,0.3306,48.9,74.3,0.3513,111.8,76.1083,37.5,26.7387,913.3,15.2,0.382,21.7,14.075,6.5,5.3771,168.9,16.2,0.2739,29.0,20.8833,12.8,5.7206,250.6,12.5,0.564,14.1,7.9333,1.6,4.4744,95.2,14.5327,9.4673,13.4335,60.3331,199.2144
-23.15,-64.3167,357.0,10.0,0.6889,10.7,5.75,0.7,3.9611,69.0,28.6,0.1319,84.3,73.3,55.7,9.6696,879.6,2.5,0.1675,5.7,4.8667,3.2,0.815,58.4,195.4,0.9376,198.4,80.6333,3.0,75.6004,967.6,11.5,0.1958,26.4,21.7167,14.9,4.2518,260.6,11.6,0.149,33.2,28.375,21.6,4.2281,340.5,12.0,0.2626,21.6,16.75,9.6,4.3982,201.0,13.4251,10.5749,0.2998,46.5998,198.4175
-31.7833,-60.4833,78.0,4.5,0.3197,7.4,5.575,2.9,1.7823,66.9,14.7,0.074,79.6,71.7417,64.9,5.3122,860.9,1.0,0.1008,4.0,3.3667,3.0,0.3393,40.4,121.2,0.4919,152.0,96.2333,30.8,47.3395,1154.8,13.6,0.2623,25.0,18.3333,11.4,4.8086,220.0,14.3,0.2079,31.2,24.225,16.9,5.037,290.7,12.2,0.324,19.4,13.4,7.2,4.3418,160.8,14.0788,9.9212,8.3335,55.2331,205.4237
-29.6833,-57.1333,70.0,4.2,0.1595,8.8,6.675,4.6,1.0644,80.1,14.5,0.0649,82.6,74.6833,68.1,4.846,896.2,0.9,0.0697,4.3,3.7917,3.4,0.2644,45.5,123.4,0.3229,180.4,126.475,57.0,40.8388,1517.7,12.6,0.2264,26.0,19.9083,13.4,4.5071,238.9,13.2,0.1815,32.2,25.8,19.0,4.6817,309.6,11.6,0.2763,20.6,14.95,9.0,4.1307,179.4,13.9087,10.0913,6.2335,53.1331,201.6535
-35.8333,-61.85,87.0,4.9,0.318,8.1,5.7167,3.2,1.818,68.6,15.4,0.0679,81.0,73.8333,65.6,5.0101,886.0,0.9,0.0965,4.2,3.725,3.3,0.3596,44.7,104.8,0.4812,128.6,78.3917,23.8,37.7218,940.7,15.2,0.3458,23.0,15.5833,7.8,5.388,187.0,15.6,0.2499,29.8,22.2833,14.2,5.5689,267.4,13.2,0.4831,16.2,9.75,3.0,4.7102,117.0,14.4339,9.5661,12.3835,59.2831,202.4087
-46.5333,-70.9833,429.0,2.24,0.2225,4.38,3.0517,2.14,0.679,36.62,29.7,0.1823,76.8,60.7133,47.1,11.0693,728.56,0.6,0.0511,4.4,4.0333,3.8,0.206,48.4,21.94,0.3707,32.76,16.3683,10.82,6.0678,196.42,13.7,0.5672,15.4,8.7583,1.7,4.9682,105.1,15.1,0.3795,21.5,14.3033,6.4,5.4285,171.64,12.3,1.2505,9.5,3.5167,-2.8,4.3975,42.2,15.6312,8.3688,23.0835,69.9831,178.9224
-37.6,-62.3833,304.0,4.1,0.274,7.4,5.5167,3.3,1.5117,66.2,21.8,0.0998,78.9,69.125,57.1,6.8961,829.5,1.3,0.1181,4.7,4.0167,3.4,0.4745,48.2,76.7,0.4148,101.2,68.2,24.5,28.2896,818.4,15.4,0.4001,21.5,13.7833,6.1,5.5146,165.4,17.1,0.2994,28.9,20.4167,11.8,6.1134,245.0,13.1,0.6042,14.3,7.7083,1.2,4.6574,92.5,14.602,9.398,14.1502,61.0498,202.7881
-31.6667,-63.8667,338.0,7.3,0.6072,8.2,4.8167,0.9,2.9245,57.8,18.6,0.1011,76.5,68.225,57.9,6.8974,818.7,1.2,0.085,4.2,3.4917,3.0,0.2968,41.9,112.3,0.7236,118.4,62.8167,6.1,45.4511,753.8,14.1,0.2908,23.7,17.2583,9.6,5.0191,207.1,13.0,0.1919,30.1,24.1833,17.1,4.6409,290.2,13.8,0.4294,18.0,11.6083,4.2,4.985,139.3,14.0692,9.9308,8.2169,55.1165,209.1648
-27.3833,-55.9667,125.0,4.8,0.1495,10.4,7.6917,5.6,1.1501,92.3,12.1,0.0576,77.5,70.9167,65.4,4.0867,851.0,0.8,0.0662,4.0,3.5167,3.2,0.2329,42.2,166.3,0.298,253.4,156.1,87.1,46.5215,1873.2,10.9,0.1781,27.2,22.0667,16.3,3.929,264.8,11.0,0.1456,33.0,27.8417,22.0,4.0527,334.1,10.3,0.2117,22.1,17.2583,11.8,3.6535,207.1,13.7312,10.2688,3.9335,50.8331,198.3803
-26.7333,-60.4833,93.0,5.6,0.3933,7.6,5.375,2.0,2.1141,64.5,18.8,0.0887,81.3,72.575,62.5,6.4383,870.9,1.7,0.1155,4.5,3.6083,2.8,0.4166,43.3,151.5,0.6265,164.3,86.075,12.8,53.927,1032.9,12.8,0.2134,27.1,21.3167,14.3,4.5481,255.8,11.7,0.1487,33.8,28.4917,22.1,4.2378,341.9,12.36,0.2845,21.44,15.3817,9.08,4.376,184.58,13.6826,10.3174,3.2835,50.1831,204.7625
-47.7333,-65.9,80.0,0.94,0.0782,4.14,3.5933,3.2,0.281,43.12,20.4,0.1131,75.1,64.15,54.7,7.2575,769.8,0.8,0.0546,4.6,4.2333,3.8,0.2309,50.8,10.22,0.1571,27.24,22.445,17.02,3.5257,269.34,12.9,0.4537,16.4,10.1917,3.5,4.6239,122.3,15.8,0.3564,23.4,15.8833,7.6,5.6607,190.6,10.4,0.7047,10.5,5.3917,0.1,3.7994,64.7,15.8009,8.1991,24.2835,71.1831,172.1674
-35.35,-57.2833,22.0,2.1,0.0939,7.4,6.375,5.3,0.5987,76.5,11.5,0.0478,86.8,81.9917,75.3,3.9179,983.9,0.9,0.0876,4.3,3.9083,3.4,0.3423,46.9,48.6,0.1689,116.1,86.7083,67.5,14.6493,1040.5,13.8,0.3047,23.0,16.2083,9.2,4.9381,194.5,14.2,0.2399,27.9,21.0167,13.7,5.0418,252.2,12.9,0.3905,18.3,11.8667,5.4,4.6343,142.4,14.3894,9.6106,11.9002,58.7998,193.8787
-29.2,-59.6833,53.0,5.3,0.3627,7.7,5.6417,2.4,2.0465,67.7,12.3,0.0631,81.3,74.0333,69.0,4.672,888.4,1.2,0.1003,4.3,3.5417,3.1,0.3554,42.5,138.7,0.5382,162.8,102.15,24.1,54.9792,1225.8,12.9,0.2241,26.4,20.2333,13.5,4.5334,242.8,12.7,0.1702,32.4,26.2333,19.7,4.4655,314.8,12.3,0.2886,21.0,15.1667,8.7,4.3775,182.0,13.8706,10.1294,5.7502,52.6498,204.3041
-27.4333,-59.0333,52.0,5.3,0.3259,8.0,5.9583,2.7,1.9421,71.5,13.4,0.0622,82.2,74.7333,68.8,4.6496,896.8,1.0,0.0728,4.4,3.7667,3.4,0.2741,45.2,155.5,0.5108,179.9,116.0917,24.4,59.2956,1393.1,12.1,0.2019,26.9,21.275,14.8,4.2961,255.3,11.8,0.1508,33.4,27.6833,21.6,4.175,332.2,11.8,0.2684,21.2,15.75,9.4,4.2266,189.0,13.735,10.265,3.9835,50.8831,204.8615
-33.0833,-64.2667,421.0,7.3,0.5245,8.8,5.45,1.5,2.8586,65.4,16.8,0.096,73.3,65.4167,56.5,6.2791,785.0,0.9,0.0738,4.0,3.475,3.1,0.2563,41.7,127.7,0.7145,135.4,69.875,7.7,49.9281,838.5,14.2,0.3095,23.0,16.475,8.8,5.0992,197.7,13.4,0.2101,29.1,23.0417,15.7,4.841,276.5,13.8,0.445,17.6,11.1333,3.8,4.9548,133.6,14.1887,9.8113,9.6335,56.5331,207.9383
