estacion,provincia,region,oaci,latitud,longitud,altura,nro,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total,G0_verano_W_m2,G0_invierno_W_m2,declinacion_verano_grados,declinacion_invierno_grados,duracion_dia_verano_horas,duracion_dia_invierno_horas,angulo_cenital_mediodia_verano_grados,angulo_cenital_mediodia_invierno_grados,ghi,dhi,dni
estacion_virtual_949,San Juan,Cuyo,VIRTUAL,-32.5,-70.0,4130.0,,3.75,0.3538,5.85,3.5542,2.1,1.2576,42.65,16.5029,0.1103,57.9549,47.5966,41.452,5.2491,571.1591,2.2313,0.222,4.5831,3.5628,2.3518,0.7911,42.7539,41.4316,0.7035,50.3221,20.3154,8.8905,14.292,243.7847,15.635,282.8735,7.4658,0.0194,-8.1692,5.476,0.2323,17.8766,0.8749,15.8706,7.3538,-2.006,6.4341,88.2453,13.1139,-0.7665,0.015,-5.9198,-13.0989,4.5377,-71.0379,1405.913,1316.8187,-23.0859,23.4498,14.1009,9.8611,9.4141,55.9498,230.5711111111111,82.91158333333334,264.96504166666665
estacion_virtual_95,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-76.0,-70.5,94.0,,3.95,0.1103,13.45,11.1708,9.5,1.2319,134.05,1.9681,0.0062,95.5611,94.2941,93.593,0.5824,1131.5288,2.0912,0.1241,7.2512,6.0036,5.16,0.7448,54.0325,17.9078,0.1296,48.0416,38.3256,30.1338,4.9657,459.9075,18.0394,-0.2741,-13.2311,-24.0589,-31.2705,6.595,-288.7067,16.5588,-0.2836,-11.275,-21.2348,-27.8338,6.0226,-254.8181,18.7864,-0.252,-15.8172,-27.191,-34.6036,6.8533,-326.292,1405.913,1316.8187,-23.0859,23.4498,24.0,0.0,52.9141,99.4498,133.9127777777778,62.79552777777778,159.60916666666665
estacion_virtual_950,Mendoza,Cuyo,VIRTUAL,-32.5,-69.5,3576.0,,4.45,0.3159,6.6,3.8917,2.15,1.2293,46.7,12.8212,0.107,50.2815,42.0873,37.4603,4.5045,505.0479,2.2313,0.222,4.5831,3.5628,2.3518,0.7911,42.7539,24.2929,0.3467,33.1839,19.7557,8.891,6.8491,237.0688,14.0369,0.7931,13.2931,6.3757,-0.7438,5.0567,76.5081,14.2494,0.3709,20.7373,14.1499,6.4879,5.2484,169.799,12.1101,-130.7304,6.2458,-0.0323,-5.8643,4.2269,-0.388,1405.913,1316.8187,-23.0859,23.4498,14.1009,9.8611,9.4141,55.9498,230.5711111111111,82.91158333333334,264.96504166666665
estacion_virtual_951,Mendoza,Cuyo,VIRTUAL,-32.5,-68.0,556.0,,7.7,0.7069,8.5,3.5667,0.8,2.5213,42.8,25.4817,0.2034,60.5585,46.5477,35.0768,9.4698,558.5722,1.8,0.1931,3.8962,2.6812,2.0962,0.5178,32.174,44.314,0.6963,49.2824,21.4811,4.9684,14.9566,257.7733,18.9719,0.3583,28.3588,19.3365,9.3869,6.928,232.0381,17.5922,0.2326,35.974,27.7357,18.3818,6.4507,332.829,17.6022,0.537,20.497,11.8871,2.8948,6.383,142.645,1405.913,1316.8187,-23.0859,23.4498,14.1009,9.8611,9.4141,55.9498,233.51436111111116,70.33997222222223,291.824625
estacion_virtual_952,Mendoza,Cuyo,VIRTUAL,-32.5,-67.5,492.0,,11.55,0.735,12.4,5.4,0.85,3.9691,64.8,25.3451,0.1904,63.7192,49.8422,38.3741,9.4914,598.106,1.8,0.1931,3.8962,2.6812,2.0962,0.5178,32.174,66.4443,0.783,70.4941,31.1803,4.0498,24.4146,374.1634,18.1754,0.3452,27.8647,19.2712,9.6893,6.6521,231.2546,17.1219,0.2305,35.2635,27.2628,18.1416,6.2845,327.1541,16.7247,0.4999,20.2478,12.1634,3.5231,6.0809,145.9607,1405.913,1316.8187,-23.0859,23.4498,14.1009,9.8611,9.4141,55.9498,233.51436111111116,70.33997222222223,291.824625
estacion_virtual_953,San Luis,Cuyo,VIRTUAL,-32.5,-67.0,813.0,,11.85,0.702,13.0,6.1667,1.15,4.3291,74.0,24.8666,0.1803,65.5909,52.1767,40.7243,9.4093,626.1208,1.7815,0.1758,4.3021,3.0989,2.5206,0.5448,37.1872,88.1888,0.8194,92.7297,41.307,4.5409,33.8489,495.684,17.3872,0.3345,27.1391,19.0229,9.7519,6.3639,228.2743,16.9979,0.2326,34.6547,26.8076,17.6568,6.2356,321.691,15.7031,0.4665,19.6793,12.2198,3.9762,5.6999,146.6379,1405.913,1316.8187,-23.0859,23.4498,14.1009,9.8611,9.4141,55.9498,224.7877777777778,72.59636111111111,267.8665833333333
estacion_virtual_954,San Luis,Cuyo,VIRTUAL,-32.5,-66.5,563.0,,12.35,0.6859,13.6,6.7542,1.25,4.6325,81.05,24.6868,0.1675,68.4854,55.0274,43.7986,9.2166,660.329,1.7815,0.1758,4.3021,3.0989,2.5206,0.5448,37.1872,116.964,0.8139,122.7527,56.6266,5.7887,46.0874,679.5192,16.3138,0.3352,25.4253,17.8207,9.1115,5.9732,213.8489,16.2717,0.2383,32.7228,25.2461,16.4511,6.0172,302.9527,14.605,0.4617,18.3541,11.442,3.7491,5.283,137.3035,1405.913,1316.8187,-23.0859,23.4498,14.1009,9.8611,9.4141,55.9498,224.7877777777778,72.59636111111111,267.8665833333333
estacion_virtual_955,San Luis,Cuyo,VIRTUAL,-32.5,-66.0,858.0,,12.35,0.6859,13.6,6.7542,1.25,4.6325,81.05,24.6868,0.1675,68.4854,55.0274,43.7986,9.2166,660.329,1.4898,0.1323,4.415,3.3674,2.9252,0.4456,40.4085,116.964,0.8139,122.7527,56.6266,5.7887,46.0874,679.5192,16.3138,0.3352,25.4253,17.8207,9.1115,5.9732,213.8489,16.2717,0.2383,32.7228,25.2461,16.4511,6.0172,302.9527,14.605,0.4617,18.3541,11.442,3.7491,5.283,137.3035,1405.913,1316.8187,-23.0859,23.4498,14.1009,9.8611,9.4141,55.9498,223.0800833333333,75.20344444444444,258.168375
estacion_virtual_956,San Luis,Cuyo,VIRTUAL,-32.5,-65.5,913.0,,13.25,0.6751,14.35,7.3667,1.1,4.9736,88.4,22.6685,0.1407,72.7914,60.3803,50.1229,8.4951,724.5637,1.4898,0.1323,4.415,3.3674,2.9252,0.4456,40.4085,119.6693,0.7849,126.0634,60.2243,6.3941,47.2705,722.6921,15.7823,0.3594,23.3198,15.9141,7.5375,5.7198,190.9694,15.8492,0.2497,30.6204,23.257,14.7712,5.8073,279.084,13.9316,0.5191,16.284,9.6447,2.3524,5.0068,115.7363,1405.913,1316.8187,-23.0859,23.4498,14.1009,9.8611,9.4141,55.9498,223.0800833333333,75.20344444444444,258.168375
estacion_virtual_957,San Luis,Cuyo,VIRTUAL,-32.5,-65.0,919.0,,13.4,0.667,14.4,7.6875,1.0,5.1277,92.25,19.9457,0.1158,75.05,64.1313,55.1043,7.425,769.5761,1.137,0.0846,4.4533,3.7273,3.3163,0.3152,44.727,119.6211,0.7527,126.4611,63.061,6.84,47.4671,756.732,15.1482,0.3759,21.5936,14.4889,6.4454,5.4469,173.8666,14.9991,0.2416,29.2575,22.3328,14.2584,5.3946,267.9934,13.5992,0.6073,14.5465,8.0547,0.9473,4.8913,96.6563,1405.913,1316.8187,-23.0859,23.4498,14.1009,9.8611,9.4141,55.9498,209.1057777777778,74.83011111111112,237.50283333333334
estacion_virtual_958,Córdoba,Pampeana,VIRTUAL,-32.5,-64.5,685.0,,12.3,0.6451,13.4,7.5917,1.1,4.8974,91.1,19.8351,0.1131,74.0906,63.6872,54.2555,7.2014,764.247,1.137,0.0846,4.4533,3.7273,3.3163,0.3152,44.727,120.4722,0.7204,127.6775,66.8514,7.2053,48.1579,802.217,14.463,0.318,23.287,16.4017,8.824,5.2165,196.8198,13.973,0.208,30.9101,24.2497,16.9371,5.0446,290.9968,13.0674,0.4652,16.3926,10.113,3.3252,4.7041,121.3556,1405.913,1316.8187,-23.0859,23.4498,14.1009,9.8611,9.4141,55.9498,209.1057777777778,74.83011111111112,237.50283333333334
estacion_virtual_959,Córdoba,Pampeana,VIRTUAL,-32.5,-64.0,380.0,,10.9,0.5953,12.35,7.45,1.45,4.4348,89.4,19.4302,0.1061,77.8347,67.3284,58.4045,7.1436,807.9409,1.2018,0.0914,4.6173,3.83,3.4155,0.3501,45.9594,121.4897,0.6886,129.681,70.2489,8.1913,48.3714,842.9866,15.3545,0.3305,24.2166,16.8938,8.8621,5.584,202.7253,15.839,0.232,32.4916,24.9241,16.6526,5.783,299.0896,13.505,0.4743,16.8951,10.388,3.3901,4.9272,124.6554,1405.913,1316.8187,-23.0859,23.4498,14.1009,9.8611,9.4141,55.9498,207.78569444444443,74.90447222222222,229.32608333333337
estacion_virtual_96,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-76.0,-70.0,92.0,,3.6,0.1011,12.1,10.0583,8.5,1.0166,120.7,2.0346,0.0068,94.827,93.5165,92.7924,0.6387,1122.198,2.0912,0.1241,7.2512,6.0036,5.16,0.7448,54.0325,9.5681,0.0876,38.5761,32.5455,29.008,2.8496,390.5462,18.4687,-0.2835,-12.7423,-23.8869,-31.211,6.7713,-286.6426,17.2327,-0.2962,-10.824,-21.2514,-28.0567,6.2956,-255.0172,18.949,-0.2583,-15.2787,-26.7959,-34.2277,6.9207,-321.5502,1405.913,1316.8187,-23.0859,23.4498,24.0,0.0,52.9141,99.4498,133.9127777777778,62.79552777777778,159.60916666666665
estacion_virtual_960,Córdoba,Pampeana,VIRTUAL,-32.5,-63.5,232.0,,10.9,0.5953,12.35,7.45,1.45,4.4348,89.4,19.4302,0.1061,77.8347,67.3284,58.4045,7.1436,807.9409,1.2018,0.0914,4.6173,3.83,3.4155,0.3501,45.9594,121.4897,0.6886,129.681,70.2489,8.1913,48.3714,842.9866,15.3545,0.3305,24.2166,16.8938,8.8621,5.584,202.7253,15.839,0.232,32.4916,24.9241,16.6526,5.783,299.0896,13.505,0.4743,16.8951,10.388,3.3901,4.9272,124.6554,1405.913,1316.8187,-23.0859,23.4498,14.1009,9.8611,9.4141,55.9498,207.78569444444443,74.90447222222222,229.32608333333337
estacion_virtual_961,Córdoba,Pampeana,VIRTUAL,-32.5,-63.0,161.0,,10.55,0.5538,12.35,7.6958,1.8,4.2622,92.35,19.2173,0.1009,79.2416,69.0912,60.0243,6.9682,829.0939,1.0146,0.077,4.6028,3.9863,3.5882,0.307,47.8353,121.7533,0.6508,132.1006,73.9074,10.3473,48.0974,886.8892,15.6321,0.3308,24.6819,17.1789,9.0498,5.6829,206.1462,16.4323,0.2376,33.0798,25.1748,16.6475,5.9813,302.0976,13.7621,0.4723,17.2609,10.5878,3.4988,5.0004,127.0533,1405.913,1316.8187,-23.0859,23.4498,14.1009,9.8611,9.4141,55.9498,205.54622222222224,75.59202777777779,222.02154166666665
estacion_virtual_962,Entre Ríos,NEA,VIRTUAL,-32.5,-60.0,91.0,,6.1,0.3039,10.3,7.8958,4.2,2.3997,94.75,21.5102,0.1064,81.5217,71.3483,60.0115,7.5898,856.1793,0.9781,0.0852,4.4575,3.943,3.4794,0.3359,47.3164,118.0107,0.4662,150.7329,98.3751,32.7222,45.8582,1180.5017,15.7823,0.3101,26.0755,18.0803,10.2932,5.6067,216.9635,16.5069,0.2356,33.3111,24.9357,16.8042,5.875,299.228,13.789,0.4085,18.9652,11.9657,5.1762,4.8884,143.5879,1405.913,1316.8187,-23.0859,23.4498,14.1009,9.8611,9.4141,55.9498,203.40019444444442,74.00502777777778,221.1050416666666
estacion_virtual_963,Entre Ríos,NEA,VIRTUAL,-32.5,-59.5,52.0,,6.0,0.2824,10.5,8.1083,4.5,2.2902,97.3,22.1721,0.1077,82.4256,72.1847,60.2535,7.7725,866.2163,0.9781,0.0852,4.4575,3.943,3.4794,0.3359,47.3164,113.2933,0.4296,150.3401,100.8301,37.0468,43.3202,1209.9611,15.6544,0.3099,25.9277,17.9589,10.2733,5.565,215.5064,16.4756,0.2366,33.1986,24.8019,16.723,5.8689,297.6222,13.5989,0.4071,18.7805,11.8474,5.1816,4.8228,142.1691,1405.913,1316.8187,-23.0859,23.4498,14.1009,9.8611,9.4141,55.9498,203.40019444444442,74.00502777777778,221.1050416666666
estacion_virtual_964,Entre Ríos,NEA,VIRTUAL,-32.5,-59.0,55.0,,4.8,0.1961,10.0,8.3083,5.2,1.6293,99.7,22.4081,0.1075,83.6332,73.5875,61.2251,7.9117,883.0501,1.0109,0.0944,4.5121,3.9748,3.5012,0.375,47.6979,102.9056,0.3202,152.0183,108.0046,49.1127,34.5856,1296.0555,15.481,0.3074,25.8595,17.9563,10.3785,5.5198,215.4755,16.3748,0.238,32.9878,24.5985,16.613,5.8537,295.1824,13.452,0.3996,18.8416,11.9685,5.3896,4.7827,143.6223,1405.913,1316.8187,-23.0859,23.4498,14.1009,9.8611,9.4141,55.9498,201.1626111111111,74.37947222222222,219.78224999999998
estacion_virtual_965,Entre Ríos,NEA,VIRTUAL,-32.5,-58.5,27.0,,4.8,0.1961,10.0,8.3083,5.2,1.6293,99.7,22.4081,0.1075,83.6332,73.5875,61.2251,7.9117,883.0501,1.0109,0.0944,4.5121,3.9748,3.5012,0.375,47.6979,102.9056,0.3202,152.0183,108.0046,49.1127,34.5856,1296.0555,15.481,0.3074,25.8595,17.9563,10.3785,5.5198,215.4755,16.3748,0.238,32.9878,24.5985,16.613,5.8537,295.1824,13.452,0.3996,18.8416,11.9685,5.3896,4.7827,143.6223,1405.913,1316.8187,-23.0859,23.4498,14.1009,9.8611,9.4141,55.9498,201.1626111111111,74.37947222222222,219.78224999999998
estacion_virtual_966,San Juan,Cuyo,VIRTUAL,-32.0,-70.0,4603.0,,3.6,0.3336,5.3,3.4875,1.7,1.1633,41.85,13.1541,0.099,50.8697,43.4539,37.7156,4.3036,521.4463,1.6167,0.2037,3.6611,2.8831,2.0444,0.5872,34.5968,29.1269,0.5536,37.4487,17.58,8.3218,9.7321,210.9594,15.6452,3.7289,8.9653,1.4756,-6.6799,5.5025,17.7078,17.451,0.6778,17.6546,9.3306,0.2036,6.3243,111.967,13.0638,-0.8969,1.0469,-5.0033,-12.0169,4.4876,-60.0391,1405.913,1316.8187,-23.0859,23.4498,14.0596,9.9031,8.9141,55.4498,250.53069444444444,70.72455555555554,315.7091666666667
estacion_virtual_967,San Juan,Cuyo,VIRTUAL,-32.0,-69.5,4406.0,,4.65,0.3735,6.5,3.4,1.85,1.2698,40.8,15.0984,0.1385,49.3361,40.1543,34.2377,5.5604,481.8511,1.6167,0.2037,3.6611,2.8831,2.0444,0.5872,34.5968,24.5982,0.4403,32.0658,16.0898,7.4676,7.0848,193.0777,13.7165,0.6327,14.7248,7.9319,1.0083,5.0186,95.1828,13.832,0.3109,22.7307,16.4748,8.8987,5.1227,197.6973,11.3411,4.1844,7.1916,0.9759,-4.1495,4.0838,11.7114,1405.913,1316.8187,-23.0859,23.4498,14.0596,9.9031,8.9141,55.4498,250.53069444444444,70.72455555555554,315.7091666666667
estacion_virtual_968,San Juan,Cuyo,VIRTUAL,-32.0,-69.0,1284.0,,5.8,0.6773,6.75,2.7792,0.95,1.8824,33.35,12.0482,0.1226,45.4469,38.7443,33.3987,4.7485,464.9313,1.3724,0.1456,3.4088,2.5177,2.0364,0.3667,30.2127,35.0935,0.7166,40.1597,16.0285,5.0662,11.4858,192.3416,15.2536,0.3312,24.2617,16.7226,9.0081,5.538,200.6712,14.1065,0.2123,31.1029,24.3847,16.9964,5.1777,292.6167,13.7674,0.4834,17.3549,10.2414,3.5875,4.9505,122.8973,1405.913,1316.8187,-23.0859,23.4498,14.0596,9.9031,8.9141,55.4498,242.15308333333334,67.46236111111111,313.14370833333334
estacion_virtual_969,San Juan,Cuyo,VIRTUAL,-32.0,-68.0,611.0,,6.8,0.7463,7.4,2.9,0.6,2.1644,34.8,21.9026,0.1798,55.4075,43.3551,33.5049,7.7946,520.2613,1.3291,0.1396,3.566,2.6993,2.2369,0.3768,32.3914,38.2707,0.7675,41.9552,16.3922,3.6845,12.5802,196.7062,18.4787,0.3426,28.5201,19.7066,10.0414,6.751,236.4794,17.1061,0.2251,35.9699,27.9571,18.8638,6.2945,335.4847,17.3643,0.5027,20.9818,12.4841,3.6175,6.2754,149.8095,1405.913,1316.8187,-23.0859,23.4498,14.0596,9.9031,8.9141,55.4498,239.0927222222222,70.21322222222221,301.7265833333334
estacion_virtual_97,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-76.0,-69.5,89.0,,3.5,0.11,10.2,8.625,6.7,0.9483,103.5,2.288,0.0074,93.6725,92.4311,91.3845,0.6871,1109.1735,2.0912,0.1241,7.2512,6.0036,5.16,0.7448,54.0325,12.0418,0.1176,34.8781,28.2421,22.8363,3.3221,338.9048,18.874,-0.2926,-12.2549,-23.71,-31.1289,6.9383,-284.5195,17.7345,-0.3076,-10.3504,-21.15,-28.0849,6.5056,-253.7999,19.2179,-0.2651,-14.7826,-26.5183,-34.0005,7.0297,-318.2194,1405.913,1316.8187,-23.0859,23.4498,24.0,0.0,52.9141,99.4498,133.9127777777778,62.79552777777778,159.60916666666665
estacion_virtual_970,San Juan,Cuyo,VIRTUAL,-32.0,-67.5,492.0,,10.15,0.7586,10.85,4.7375,0.7,3.5938,56.85,23.4145,0.1827,59.4828,46.6364,36.0683,8.522,559.6362,1.3291,0.1396,3.566,2.6993,2.2369,0.3768,32.3914,51.1046,0.8023,54.5763,22.7922,3.4717,18.2873,273.5069,18.191,0.3329,28.6068,19.9937,10.4158,6.6555,239.925,16.7463,0.2201,35.7685,27.9294,19.0222,6.1464,335.1532,17.0266,0.4796,21.1599,12.9061,4.1333,6.1894,154.8732,1405.913,1316.8187,-23.0859,23.4498,14.0596,9.9031,8.9141,55.4498,239.0927222222222,70.21322222222221,301.7265833333334
estacion_virtual_971,San Luis,Cuyo,VIRTUAL,-32.0,-67.0,530.0,,11.9,0.7399,12.85,5.9708,0.95,4.4177,71.65,24.3046,0.1841,63.4099,50.4401,39.1053,9.2847,605.2806,1.5253,0.1486,4.1106,3.1521,2.5853,0.4683,37.8247,75.7416,0.8254,80.2038,35.1325,4.4622,28.9972,421.5898,17.7233,0.3261,28.1742,19.9284,10.4509,6.4978,239.1409,16.6324,0.2181,35.6806,27.9761,19.0482,6.1028,335.7127,16.4009,0.4677,20.5644,12.7959,4.1635,5.9842,153.5509,1405.913,1316.8187,-23.0859,23.4498,14.0596,9.9031,8.9141,55.4498,225.14622222222218,73.41544444444445,263.96970833333336
estacion_virtual_972,San Luis,Cuyo,VIRTUAL,-32.0,-66.5,623.0,,12.35,0.7174,13.4,6.4583,1.05,4.6335,77.5,25.3172,0.1799,67.1384,53.7495,41.8212,9.6715,644.9934,1.5253,0.1486,4.1106,3.1521,2.5853,0.4683,37.8247,94.0029,0.8108,99.1917,46.4577,5.1888,37.6679,557.4928,17.2067,0.325,27.3725,19.4422,10.1658,6.3191,233.3069,16.7062,0.2261,34.9037,27.2827,18.1975,6.1689,327.3921,15.8025,0.4639,19.8264,12.4212,4.0239,5.7617,149.0543,1405.913,1316.8187,-23.0859,23.4498,14.0596,9.9031,8.9141,55.4498,225.14622222222218,73.41544444444445,263.96970833333336
estacion_virtual_973,San Luis,Cuyo,VIRTUAL,-32.0,-66.0,1302.0,,12.35,0.7174,13.4,6.4583,1.05,4.6335,77.5,25.3172,0.1799,67.1384,53.7495,41.8212,9.6715,644.9934,1.6,0.1573,4.3147,3.2794,2.7147,0.5159,39.3528,94.0029,0.8108,99.1917,46.4577,5.1888,37.6679,557.4928,17.2067,0.325,27.3725,19.4422,10.1658,6.3191,233.3069,16.7062,0.2261,34.9037,27.2827,18.1975,6.1689,327.3921,15.8025,0.4639,19.8264,12.4212,4.0239,5.7617,149.0543,1405.913,1316.8187,-23.0859,23.4498,14.0596,9.9031,8.9141,55.4498,223.80427777777777,73.68938888888889,260.1774166666667
estacion_virtual_974,Córdoba,Pampeana,VIRTUAL,-32.0,-64.5,544.0,,12.4,0.657,13.5,7.4125,1.1,4.8701,88.95,20.0309,0.1153,73.6578,63.4617,53.6269,7.3155,761.54,1.2913,0.1059,4.3324,3.7166,3.0411,0.3935,44.5987,123.3299,0.7444,131.2876,65.9325,7.9577,49.0804,791.1898,14.253,0.3085,23.4249,16.6443,9.1719,5.1347,199.7318,13.318,0.194,31.1005,24.7734,17.7825,4.8056,297.2808,13.0743,0.4624,16.4572,10.1467,3.3829,4.6917,121.7599,1405.913,1316.8187,-23.0859,23.4498,14.0596,9.9031,8.9141,55.4498,209.88300000000004,76.99427777777778,236.59224999999995
estacion_virtual_975,Córdoba,Pampeana,VIRTUAL,-32.0,-63.0,135.0,,10.65,0.5592,12.55,7.6542,1.9,4.2803,91.85,19.3331,0.1044,78.4147,67.9699,59.0816,7.0951,815.6387,1.1483,0.0865,4.565,3.8895,3.4167,0.3365,46.6735,125.9707,0.6775,135.7933,72.3638,9.8226,49.0285,868.3655,15.5819,0.3206,25.0831,17.6271,9.5012,5.6511,211.5253,16.1637,0.2311,33.2376,25.4898,17.0739,5.8909,305.8776,13.8817,0.4514,17.8594,11.1106,3.9777,5.0156,133.3274,1405.913,1316.8187,-23.0859,23.4498,14.0596,9.9031,8.9141,55.4498,208.02030555555555,76.01866666666668,226.1045416666667
estacion_virtual_976,Córdoba,Pampeana,VIRTUAL,-32.0,-62.5,114.0,,9.4,0.4909,11.6,7.5625,2.2,3.7121,90.75,19.2936,0.1063,77.5149,67.3518,58.2213,7.1573,808.2214,1.1483,0.0865,4.565,3.8895,3.4167,0.3365,46.6735,131.4895,0.6264,144.0643,78.6136,12.5748,49.2438,943.3636,15.9336,0.3164,25.8286,18.0694,9.895,5.7163,216.8332,15.8691,0.225,33.0954,25.3953,17.2263,5.7133,304.7438,14.5138,0.4445,18.8134,11.6479,4.2996,5.1779,139.7744,1405.913,1316.8187,-23.0859,23.4498,14.0596,9.9031,8.9141,55.4498,208.02030555555555,76.01866666666668,226.1045416666667
estacion_virtual_977,Entre Ríos,NEA,VIRTUAL,-32.0,-60.0,3.0,,6.1,0.3085,10.05,7.6708,3.95,2.3664,92.05,21.568,0.105,81.0139,70.7561,59.4459,7.4309,849.0731,1.0385,0.0809,4.5066,3.9643,3.4681,0.3205,47.5718,122.5568,0.4821,151.7746,98.8662,29.2178,47.6641,1186.3947,15.5988,0.303,26.1925,18.2567,10.5937,5.5317,219.0805,16.1682,0.2296,33.3152,25.0458,17.147,5.7505,300.5501,13.775,0.3994,19.1887,12.1876,5.4137,4.8672,146.2518,1405.913,1316.8187,-23.0859,23.4498,14.0596,9.9031,8.9141,55.4498,203.31000000000003,73.5578888888889,220.02591666666663
estacion_virtual_978,Entre Ríos,NEA,VIRTUAL,-32.0,-59.5,17.0,,6.45,0.2759,10.85,8.4083,4.4,2.3198,100.9,22.732,0.1094,82.385,71.6741,59.653,7.8436,860.0897,1.0385,0.0809,4.5066,3.9643,3.4681,0.3205,47.5718,117.6762,0.4204,153.3231,102.8687,35.6469,43.2496,1234.4246,15.6041,0.3021,26.3071,18.3653,10.703,5.548,220.3831,16.3409,0.2311,33.5717,25.2441,17.2308,5.8347,302.9294,13.6288,0.395,19.1752,12.2243,5.5464,4.8283,146.6919,1405.913,1316.8187,-23.0859,23.4498,14.0596,9.9031,8.9141,55.4498,203.31000000000003,73.5578888888889,220.02591666666663
estacion_virtual_979,Entre Ríos,NEA,VIRTUAL,-32.0,-59.0,62.0,,5.05,0.1982,10.5,8.5542,5.45,1.6951,102.65,22.7888,0.107,83.9654,73.693,61.1766,7.8854,884.3158,1.0872,0.0821,4.5617,4.0366,3.4745,0.3315,48.4387,111.2348,0.3213,158.143,111.0646,46.9082,35.6902,1332.7751,15.3988,0.3009,26.0953,18.2221,10.6965,5.4838,218.6653,16.2324,0.2333,33.197,24.8694,16.9646,5.8027,298.4332,13.4469,0.3906,19.1251,12.2345,5.6782,4.7787,146.8139,1405.913,1316.8187,-23.0859,23.4498,14.0596,9.9031,8.9141,55.4498,201.20602777777785,74.772,217.99883333333332
estacion_virtual_98,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-76.0,-69.0,87.0,,3.85,0.162,9.35,7.3958,5.5,1.1982,88.75,2.6607,0.0096,92.2742,91.127,89.6135,0.8729,1093.5246,2.0912,0.1241,7.2512,6.0036,5.16,0.7448,54.0325,18.341,0.1966,36.7938,25.4336,18.4528,5.0001,305.2035,19.2542,-0.3016,-11.7693,-23.5281,-31.0235,7.096,-282.3372,18.074,-0.3179,-9.8567,-20.9382,-27.9307,6.6559,-251.2578,19.599,-0.2724,-14.3241,-26.3497,-33.9231,7.1778,-316.196,1405.913,1316.8187,-23.0859,23.4498,24.0,0.0,52.9141,99.4498,133.9127777777778,62.79552777777778,159.60916666666665
estacion_virtual_980,Entre Ríos,NEA,VIRTUAL,-32.0,-58.5,6.0,,5.05,0.1982,10.5,8.5542,5.45,1.6951,102.65,22.7888,0.107,83.9654,73.693,61.1766,7.8854,884.3158,1.0872,0.0821,4.5617,4.0366,3.4745,0.3315,48.4387,111.2348,0.3213,158.143,111.0646,46.9082,35.6902,1332.7751,15.3988,0.3009,26.0953,18.2221,10.6965,5.4838,218.6653,16.2324,0.2333,33.197,24.8694,16.9646,5.8027,298.4332,13.4469,0.3906,19.1251,12.2345,5.6782,4.7787,146.8139,1405.913,1316.8187,-23.0859,23.4498,14.0596,9.9031,8.9141,55.4498,201.20602777777785,74.772,217.99883333333332
estacion_virtual_981,San Juan,Cuyo,VIRTUAL,-31.5,-70.5,3832.0,,3.9,0.5176,5.15,2.6625,1.25,1.3781,31.95,17.9478,0.1599,48.9985,39.0006,31.0507,6.2373,468.007,3.7067,0.4336,5.3417,3.593,1.635,1.558,43.1163,32.6675,0.7747,38.2229,14.7448,5.5554,11.4235,176.9371,13.402,0.8137,12.7373,5.9152,-0.6647,4.8132,70.9829,15.0608,0.4315,20.0904,12.7973,5.0296,5.5223,153.5682,11.109,15.4655,6.0663,0.2517,-5.0427,3.8924,3.0202,1405.913,1316.8187,-23.0859,23.4498,14.0189,9.9446,8.4141,54.9498,242.66055555555556,75.10099999999998,292.4749583333333
