estacion,provincia,region,oaci,latitud,longitud,altura,nro,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total,G0_verano_W_m2,G0_invierno_W_m2,declinacion_verano_grados,declinacion_invierno_grados,duracion_dia_verano_horas,duracion_dia_invierno_horas,angulo_cenital_mediodia_verano_grados,angulo_cenital_mediodia_invierno_grados
estacion_virtual_699,Neuquén,Patagonia,VIRTUAL,-39.5000,-70.0000,802.0000,,10.5500,0.4694,14.3500,8.1208,3.8000,3.8116,97.4500,31.3641,0.1921,76.9320,60.7812,45.5679,11.6770,729.3742,2.7507,0.2767,4.8123,3.5608,2.0616,0.9851,42.7290,63.8665,0.5304,82.5522,41.9860,18.6857,22.2674,503.8325,16.1895,0.5461,19.0304,10.7811,2.8409,5.8880,129.3730,19.1006,0.3831,27.6967,18.1773,8.5961,6.9630,218.1281,11.6760,0.9739,10.4890,4.3965,-1.1870,4.2817,52.7580,1405.9130,1316.8187,-23.0859,23.4498,14.7428,9.2065,16.4141,62.9498
estacion_virtual_7,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-80.0000,-49.5000,112.0000,,2.6000,0.2289,4.4000,2.9917,1.8000,0.6848,35.9000,3.4320,0.0110,92.8100,91.4716,89.3780,1.0067,1097.6592,1.7742,0.1109,6.6677,5.4516,4.8935,0.6046,49.0642,7.8278,0.1871,15.8617,11.1205,8.0339,2.0808,133.4455,24.2073,-0.3456,-10.9358,-25.3138,-35.1431,8.7495,-303.7654,22.8437,-0.3618,-9.2349,-22.8937,-32.0786,8.2839,-274.7241,25.0937,-0.3207,-13.0816,-28.0558,-38.1753,8.9963,-336.6694,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,56.9141,103.4498
estacion_virtual_70,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-78.5000,-36.0000,287.0000,,2.9000,0.1271,6.9000,5.8125,4.0000,0.7386,69.7500,6.1121,0.0233,94.3990,92.1186,88.2869,2.1481,1105.4237,2.4962,0.1663,6.7494,5.2485,4.2532,0.8730,47.2367,9.5731,0.1207,23.1663,19.7363,13.5932,2.3825,236.8351,22.8527,-0.4062,-7.1973,-20.7330,-30.0500,8.4223,-248.7959,21.2369,-0.4343,-5.4268,-18.1284,-26.6637,7.8736,-217.5403,23.8958,-0.3681,-9.5344,-23.6551,-33.4302,8.7068,-283.8617,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,55.4141,101.9498
estacion_virtual_700,Neuquén,Patagonia,VIRTUAL,-39.5000,-69.5000,458.0000,,6.6000,0.4607,9.0000,4.9875,2.4000,2.2976,59.8500,35.0441,0.2291,75.2410,56.7466,40.1969,13.0006,680.9594,2.7507,0.2767,4.8123,3.5608,2.0616,0.9851,42.7290,31.4179,0.3895,44.0329,26.7956,12.6150,10.4379,321.5474,17.5556,0.5051,21.4991,12.6559,3.9435,6.3925,151.8708,19.7924,0.3663,29.5477,19.7124,9.7553,7.2210,236.5489,13.4730,0.7785,13.2325,6.3265,-0.2405,4.9253,75.9182,1405.9130,1316.8187,-23.0859,23.4498,14.7428,9.2065,16.4141,62.9498
estacion_virtual_701,Neuquén,Patagonia,VIRTUAL,-39.5000,-69.0000,375.0000,,3.0500,0.3461,4.4500,2.7167,1.4000,0.9403,32.6000,36.8586,0.2396,75.6485,56.4136,38.7899,13.5172,676.9628,2.6811,0.2685,4.7459,3.5355,2.0648,0.9492,42.4265,23.1094,0.3932,33.5307,20.6766,10.4213,8.1295,248.1193,17.8905,0.5112,21.7190,12.7041,3.8285,6.4943,152.4493,19.6801,0.3761,28.8433,19.0598,9.1632,7.1684,228.7180,14.1790,0.7669,13.9811,6.7390,-0.1979,5.1682,80.8682,1405.9130,1316.8187,-23.0859,23.4498,14.7428,9.2065,16.4141,62.9498
estacion_virtual_702,Río Negro,Patagonia,VIRTUAL,-39.5000,-68.5000,892.0000,,3.0500,0.3461,4.4500,2.7167,1.4000,0.9403,32.6000,36.8586,0.2396,75.6485,56.4136,38.7899,13.5172,676.9628,2.6811,0.2685,4.7459,3.5355,2.0648,0.9492,42.4265,23.1094,0.3932,33.5307,20.6766,10.4213,8.1295,248.1193,17.8905,0.5112,21.7190,12.7041,3.8285,6.4943,152.4493,19.6801,0.3761,28.8433,19.0598,9.1632,7.1684,228.7180,14.1790,0.7669,13.9811,6.7390,-0.1979,5.1682,80.8682,1405.9130,1316.8187,-23.0859,23.4498,14.7428,9.2065,16.4141,62.9498
estacion_virtual_703,Río Negro,Patagonia,VIRTUAL,-39.5000,-68.0000,477.0000,,2.9500,0.3169,4.4500,2.5667,1.5000,0.8133,30.8000,39.2339,0.2716,73.1083,53.1828,33.8744,14.4469,638.1939,2.5469,0.2547,4.6930,3.5534,2.1461,0.9051,42.6406,22.8765,0.4047,33.1537,19.9793,10.2772,8.0861,239.7521,18.3528,0.5221,22.0602,12.6947,3.7074,6.6275,152.3368,20.2260,0.3711,29.9254,19.7583,9.6994,7.3315,237.1000,14.1409,0.8263,13.5233,6.1970,-0.6176,5.1206,74.3637,1405.9130,1316.8187,-23.0859,23.4498,14.7428,9.2065,16.4141,62.9498
estacion_virtual_704,Río Negro,Patagonia,VIRTUAL,-39.5000,-67.5000,316.0000,,2.2000,0.2467,3.9500,2.6208,1.7500,0.6465,31.4500,39.2100,0.2938,69.2022,49.2766,29.9922,14.4769,591.3193,2.5469,0.2547,4.6930,3.5534,2.1461,0.9051,42.6406,22.3543,0.4015,33.3910,19.9931,11.0367,8.0263,239.9171,19.1914,0.4753,24.3628,14.5776,5.1714,6.9290,174.9314,20.6635,0.3402,32.4587,22.0358,11.7952,7.4961,264.4297,15.3849,0.7059,15.8140,7.8411,0.4291,5.5353,94.0932,1405.9130,1316.8187,-23.0859,23.4498,14.7428,9.2065,16.4141,62.9498
estacion_virtual_705,Río Negro,Patagonia,VIRTUAL,-39.5000,-67.0000,318.0000,,1.9500,0.2168,4.1500,2.9417,2.2000,0.6378,35.3000,40.4570,0.3082,69.4944,48.8429,29.0374,15.0555,586.1148,2.4455,0.2438,4.6955,3.5784,2.2500,0.8725,42.9413,19.1289,0.3481,30.9869,19.5234,11.8580,6.7963,234.2806,19.7218,0.4696,25.2115,15.1862,5.4897,7.1320,182.2343,20.9984,0.3355,33.2489,22.7029,12.2505,7.6164,272.4350,16.1458,0.6951,16.7277,8.3611,0.5819,5.8122,100.3333,1405.9130,1316.8187,-23.0859,23.4498,14.7428,9.2065,16.4141,62.9498
estacion_virtual_706,Río Negro,Patagonia,VIRTUAL,-39.5000,-66.5000,275.0000,,1.8500,0.1904,4.2000,3.0750,2.3500,0.5856,36.9000,39.3494,0.2976,69.0831,49.2184,29.7337,14.6456,590.6210,2.4455,0.2438,4.6955,3.5784,2.2500,0.8725,42.9413,16.4170,0.3062,29.4875,20.3620,13.0705,6.2349,244.3439,19.5962,0.4667,25.1294,15.1631,5.5332,7.0771,181.9568,20.9953,0.3377,33.0467,22.5114,12.0514,7.6020,270.1372,16.0514,0.6834,16.7677,8.4519,0.7163,5.7758,101.4230,1405.9130,1316.8187,-23.0859,23.4498,14.7428,9.2065,16.4141,62.9498
estacion_virtual_707,Río Negro,Patagonia,VIRTUAL,-39.5000,-66.0000,222.0000,,1.8500,0.1904,4.2000,3.0750,2.3500,0.5856,36.9000,39.3494,0.2976,69.0831,49.2184,29.7337,14.6456,590.6210,2.2237,0.2284,4.6041,3.6133,2.3804,0.8252,43.3596,16.4170,0.3062,29.4875,20.3620,13.0705,6.2349,244.3439,19.5962,0.4667,25.1294,15.1631,5.5332,7.0771,181.9568,20.9953,0.3377,33.0467,22.5114,12.0514,7.6020,270.1372,16.0514,0.6834,16.7677,8.4519,0.7163,5.7758,101.4230,1405.9130,1316.8187,-23.0859,23.4498,14.7428,9.2065,16.4141,62.9498
estacion_virtual_708,Río Negro,Patagonia,VIRTUAL,-39.5000,-65.5000,111.0000,,2.2000,0.2050,4.5000,3.2042,2.3000,0.6569,38.4500,38.3437,0.2909,68.5744,49.2625,30.2307,14.3306,591.1505,2.2237,0.2284,4.6041,3.6133,2.3804,0.8252,43.3596,19.7761,0.2819,32.0396,21.2173,12.2635,5.9816,254.6072,19.5609,0.4502,25.5969,15.6786,6.0360,7.0591,188.1433,20.9034,0.3279,33.5084,23.0497,12.6050,7.5590,276.5970,16.0747,0.6425,17.2721,8.9732,1.1974,5.7654,107.6781,1405.9130,1316.8187,-23.0859,23.4498,14.7428,9.2065,16.4141,62.9498
estacion_virtual_709,Río Negro,Patagonia,VIRTUAL,-39.5000,-65.0000,167.0000,,2.5500,0.2066,5.1500,3.6208,2.6000,0.7482,43.4500,37.1705,0.2756,69.0364,50.2007,31.8659,13.8375,602.4090,1.9843,0.2036,4.5137,3.6667,2.5294,0.7466,43.9999,19.7351,0.2723,34.2947,23.4892,14.5596,6.3953,281.8710,19.3082,0.4450,25.3929,15.6378,6.0847,6.9593,187.6534,20.7130,0.3279,33.2045,22.8593,12.4915,7.4960,274.3120,15.7719,0.6259,17.1223,9.0249,1.3504,5.6486,108.2992,1405.9130,1316.8187,-23.0859,23.4498,14.7428,9.2065,16.4141,62.9498
estacion_virtual_71,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-78.5000,-35.5000,543.0000,,2.4500,0.1089,6.6500,5.7292,4.2000,0.6239,68.7500,5.5555,0.0213,93.8072,91.7021,88.2517,1.9493,1100.4248,2.4962,0.1663,6.7494,5.2485,4.2532,0.8730,47.2367,8.0636,0.1095,21.7902,19.0530,13.7266,2.0869,228.6356,22.1213,-0.3936,-7.6050,-20.6712,-29.7263,8.1352,-248.0543,20.8254,-0.4219,-5.8493,-18.2680,-26.6747,7.7071,-219.2166,22.9085,-0.3559,-9.8733,-23.3814,-32.7818,8.3212,-280.5772,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,55.4141,101.9498
estacion_virtual_710,Río Negro,Patagonia,VIRTUAL,-39.5000,-64.5000,142.0000,,3.6000,0.2263,6.7000,4.6500,3.1000,1.0525,55.8000,36.3777,0.2579,70.4537,52.2096,34.0760,13.4632,626.5147,1.9843,0.2036,4.5137,3.6667,2.5294,0.7466,43.9999,19.4356,0.2578,39.0664,28.0064,19.6308,7.2199,336.0762,19.0931,0.4410,25.2542,15.5917,6.1611,6.8760,187.1007,20.6144,0.3281,33.0788,22.7667,12.4644,7.4692,273.2007,15.4163,0.6077,17.0035,9.0854,1.5872,5.5210,109.0247,1405.9130,1316.8187,-23.0859,23.4498,14.7428,9.2065,16.4141,62.9498
estacion_virtual_711,Río Negro,Patagonia,VIRTUAL,-39.5000,-64.0000,83.0000,,3.6500,0.1967,7.3500,5.3750,3.7000,1.0571,64.5000,35.3899,0.2353,72.6760,55.2943,37.2861,13.0091,663.5313,1.9683,0.1925,4.5980,3.7695,2.6297,0.7258,45.2343,29.0005,0.2807,50.0804,35.0816,21.0799,9.8457,420.9786,18.8559,0.4404,24.9961,15.4059,6.1402,6.7853,184.8709,20.7144,0.3317,33.0494,22.6055,12.3350,7.4992,271.2656,15.0180,0.6016,16.6780,8.9498,1.6600,5.3840,107.3976,1405.9130,1316.8187,-23.0859,23.4498,14.7428,9.2065,16.4141,62.9498
estacion_virtual_712,Río Negro,Patagonia,VIRTUAL,-39.5000,-63.5000,93.0000,,3.6500,0.1967,7.3500,5.3750,3.7000,1.0571,64.5000,35.3899,0.2353,72.6760,55.2943,37.2861,13.0091,663.5313,1.9683,0.1925,4.5980,3.7695,2.6297,0.7258,45.2343,29.0005,0.2807,50.0804,35.0816,21.0799,9.8457,420.9786,18.8559,0.4404,24.9961,15.4059,6.1402,6.7853,184.8709,20.7144,0.3317,33.0494,22.6055,12.3350,7.4992,271.2656,15.0180,0.6016,16.6780,8.9498,1.6600,5.3840,107.3976,1405.9130,1316.8187,-23.0859,23.4498,14.7428,9.2065,16.4141,62.9498
estacion_virtual_713,Buenos Aires,Pampeana,VIRTUAL,-39.5000,-63.0000,30.0000,,3.8500,0.1879,7.6000,5.7375,3.7500,1.0781,68.8500,34.1002,0.2118,75.0916,58.7330,40.9914,12.4371,704.7966,1.9017,0.1785,4.7039,3.9371,2.8022,0.7029,47.2455,35.5403,0.2965,57.4582,40.7061,21.9179,12.0686,488.4731,18.4946,0.4346,24.7391,15.3033,6.2445,6.6503,183.6393,20.5002,0.3289,32.8994,22.5309,12.3992,7.4102,270.3702,14.7161,0.5907,16.5743,8.9590,1.8582,5.2921,107.5079,1405.9130,1316.8187,-23.0859,23.4498,14.7428,9.2065,16.4141,62.9498
estacion_virtual_714,Buenos Aires,Pampeana,VIRTUAL,-39.5000,-62.5000,12.0000,,4.0000,0.2030,7.7000,5.8750,3.7000,1.1927,70.5000,31.1632,0.1806,77.3543,62.4615,46.1911,11.2775,749.5376,1.9017,0.1785,4.7039,3.9371,2.8022,0.7029,47.2455,44.9366,0.3161,67.4002,46.0251,22.4636,14.5490,552.3006,17.6852,0.4205,24.1045,15.1224,6.4193,6.3587,181.4686,19.6421,0.3244,31.7399,21.8098,12.0978,7.0748,261.7179,14.5235,0.5612,16.8236,9.3537,2.3001,5.2496,112.2440,1405.9130,1316.8187,-23.0859,23.4498,14.7428,9.2065,16.4141,62.9498
estacion_virtual_715,Neuquén,Patagonia,VIRTUAL,-39.0000,-71.0000,1039.0000,,12.5500,0.4305,17.1000,10.6958,4.5500,4.6051,128.3500,21.7317,0.0985,88.9762,77.9547,67.2445,7.6769,935.4566,3.0268,0.3205,4.9300,3.5827,1.9032,1.1481,42.9918,144.5395,0.5876,171.4656,80.4899,26.9261,47.2946,965.8788,12.9757,0.7764,12.5485,6.0539,-0.4272,4.7000,72.6470,16.5912,0.5059,19.8549,11.8348,3.2637,5.9871,142.0178,9.3386,3.0695,5.7986,1.0710,-3.5400,3.2874,12.8517,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_716,Neuquén,Patagonia,VIRTUAL,-39.0000,-70.5000,1050.0000,,11.5000,0.4442,15.9500,9.6708,4.4500,4.2957,116.0500,27.2767,0.1401,84.9076,71.0398,57.6309,9.9547,852.4781,3.0268,0.3205,4.9300,3.5827,1.9032,1.1481,42.9918,84.2054,0.5362,108.0061,53.6878,23.8007,28.7865,644.2541,14.2500,0.8265,13.5383,6.2476,-0.7117,5.1637,74.9708,18.0777,0.5176,21.5771,12.7317,3.4994,6.5903,152.7799,9.6964,4.4930,5.7783,0.7711,-3.9181,3.4646,9.2532,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_717,Neuquén,Patagonia,VIRTUAL,-39.0000,-70.0000,602.0000,,11.6500,0.4442,16.1000,9.6875,4.4500,4.3032,116.2500,30.9188,0.1813,78.4398,62.6225,47.5210,11.3540,751.4697,2.6061,0.2857,4.5192,3.3565,1.9131,0.9589,40.2779,87.2686,0.5356,111.3542,55.1854,24.0856,29.5585,662.2246,16.0729,0.6050,17.7790,9.6073,1.7061,5.8126,115.2879,19.1925,0.4124,26.3391,16.8547,7.1466,6.9512,202.2559,11.4024,1.2551,9.1956,3.3081,-2.2068,4.1518,39.6969,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_718,Neuquén,Patagonia,VIRTUAL,-39.0000,-69.5000,702.0000,,5.1500,0.4379,7.2000,4.1500,2.0500,1.8175,49.8000,33.6979,0.2284,72.6444,55.0797,38.9465,12.5793,660.9565,2.6061,0.2857,4.5192,3.3565,1.9131,0.9589,40.2779,28.8349,0.3714,41.4960,25.1208,12.6611,9.3291,301.4498,17.4819,0.5152,21.1834,12.3168,3.7015,6.3461,147.8012,19.7855,0.3635,29.6490,19.7761,9.8635,7.1888,237.3128,13.1712,0.8431,12.5205,5.6933,-0.6507,4.7999,68.3193,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_719,Neuquén,Patagonia,VIRTUAL,-39.0000,-69.0000,840.0000,,2.4500,0.3057,3.7500,2.3375,1.3000,0.7145,28.0500,37.0736,0.2596,72.3791,53.0314,35.3055,13.7662,636.3766,2.8296,0.3017,4.7370,3.4069,1.9074,1.0279,40.8828,24.9035,0.4277,35.7690,20.9026,10.8655,8.9408,250.8313,18.5112,0.4866,23.1930,13.8419,4.6818,6.7349,166.1026,20.3113,0.3504,31.2570,21.1392,10.9457,7.4062,253.6708,14.6795,0.7428,14.7520,7.2077,0.0725,5.3537,86.4929,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_72,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-78.0000,-73.5000,118.0000,,3.9000,0.1450,9.9500,7.4083,6.0500,1.0743,88.9000,2.5780,0.0082,93.2771,92.0295,90.6991,0.7525,1104.3540,2.1619,0.1407,6.9964,5.6109,4.8345,0.7896,50.4983,16.9856,0.1769,36.9618,27.8282,19.9762,4.9241,333.9389,27.8247,-0.3615,-11.5478,-28.7942,-39.3725,10.4105,-345.5305,26.8237,-0.3824,-9.6901,-26.3922,-36.5138,10.0932,-316.7058,28.2648,-0.3352,-13.8701,-31.3720,-42.1349,10.5155,-376.4644,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,54.9141,101.4498
estacion_virtual_720,Río Negro,Patagonia,VIRTUAL,-39.0000,-67.5000,421.0000,,2.2000,0.2543,3.7500,2.4208,1.5500,0.6155,29.0500,38.9270,0.2905,69.4655,49.6609,30.5385,14.4284,595.9304,2.7416,0.2862,4.7749,3.5088,2.0333,1.0043,42.1056,23.9023,0.4216,35.1081,20.5316,11.2058,8.6551,246.3794,19.2366,0.4683,24.6639,14.8844,5.4273,6.9703,178.6132,20.6209,0.3374,32.5941,22.2489,11.9732,7.5075,266.9868,15.5777,0.6872,16.2565,8.1802,0.6788,5.6213,98.1630,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_721,Río Negro,Patagonia,VIRTUAL,-39.0000,-67.0000,203.0000,,1.9500,0.2253,3.9000,2.6667,1.9500,0.6009,32.0000,38.8535,0.2964,68.3828,48.6842,29.5293,14.4320,584.2098,2.5289,0.2640,4.6802,3.5208,2.1513,0.9294,42.2490,21.4864,0.3798,33.0384,19.9104,11.5520,7.5621,238.9246,19.4905,0.4597,25.2759,15.3618,5.7854,7.0620,184.3420,20.8193,0.3327,33.1978,22.7537,12.3785,7.5692,273.0442,15.9815,0.6691,16.9068,8.6202,0.9253,5.7678,103.4420,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_722,Río Negro,Patagonia,VIRTUAL,-39.0000,-66.5000,202.0000,,1.9500,0.1881,4.2000,3.0208,2.2500,0.5683,36.2500,39.1640,0.2993,68.7004,48.8779,29.5364,14.6312,586.5349,2.5289,0.2640,4.6802,3.5208,2.1513,0.9294,42.2490,18.0826,0.3238,31.2512,20.1225,13.1686,6.5164,241.4700,19.6842,0.4550,25.6662,15.6670,5.9820,7.1285,188.0042,20.9655,0.3299,33.5637,23.0599,12.5982,7.6066,276.7187,16.2128,0.6551,17.3222,8.9224,1.1094,5.8455,107.0692,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_723,Río Negro,Patagonia,VIRTUAL,-39.0000,-66.0000,197.0000,,1.9500,0.1881,4.2000,3.0208,2.2500,0.5683,36.2500,39.1640,0.2993,68.7004,48.8779,29.5364,14.6312,586.5349,2.2874,0.2409,4.6186,3.6013,2.3312,0.8677,43.2156,18.0826,0.3238,31.2512,20.1225,13.1686,6.5164,241.4700,19.6842,0.4550,25.6662,15.6670,5.9820,7.1285,188.0042,20.9655,0.3299,33.5637,23.0599,12.5982,7.6066,276.7187,16.2128,0.6551,17.3222,8.9224,1.1094,5.8455,107.0692,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_724,Río Negro,Patagonia,VIRTUAL,-39.0000,-65.5000,190.0000,,2.6000,0.1760,5.4500,3.9750,2.8500,0.6995,47.7000,37.7686,0.2853,68.3890,49.4096,30.6204,14.0978,592.9147,2.2874,0.2409,4.6186,3.6013,2.3312,0.8677,43.2156,15.1010,0.2575,29.7033,21.2493,14.6023,5.4716,254.9914,19.5617,0.4471,25.7153,15.7945,6.1536,7.0623,189.5342,20.8269,0.3252,33.5938,23.1791,12.7669,7.5372,278.1487,16.1130,0.6366,17.4137,9.0820,1.3007,5.7815,108.9839,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_725,Río Negro,Patagonia,VIRTUAL,-39.0000,-65.0000,115.0000,,3.9000,0.2342,7.2000,5.0833,3.3000,1.1907,61.0000,36.4461,0.2678,68.8880,50.6595,32.4419,13.5680,607.9142,1.9852,0.2091,4.5401,3.6995,2.5549,0.7734,44.3942,18.6449,0.2649,35.9479,26.4123,17.3030,6.9969,316.9470,19.3070,0.4427,25.5024,15.7202,6.1954,6.9600,188.6418,20.6226,0.3248,33.3173,22.9952,12.6947,7.4677,275.9426,15.7901,0.6211,17.2589,9.1053,1.4688,5.6553,109.2639,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_726,Río Negro,Patagonia,VIRTUAL,-39.0000,-64.5000,79.0000,,4.8000,0.2503,8.4000,5.7000,3.6000,1.4269,68.4000,35.6560,0.2493,70.4474,52.9035,34.7914,13.1911,634.8415,1.9852,0.2091,4.5401,3.6995,2.5549,0.7734,44.3942,29.0408,0.2930,47.6750,34.0504,18.6342,9.9774,408.6044,19.2315,0.4390,25.5258,15.7524,6.2943,6.9155,189.0286,20.7124,0.3248,33.4919,23.0643,12.7795,7.4903,276.7716,15.5704,0.6082,17.1923,9.1502,1.6219,5.5654,109.8026,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_727,La Pampa,Pampeana,VIRTUAL,-39.0000,-64.0000,67.0000,,4.8000,0.2368,8.4000,5.7708,3.6000,1.3664,69.2500,35.4426,0.2291,73.6608,56.8265,38.2182,13.0187,681.9183,1.9377,0.1937,4.7199,3.8494,2.7822,0.7455,46.1923,44.4263,0.3227,64.3038,42.0449,19.8775,13.5682,504.5389,19.1012,0.4395,25.3647,15.6008,6.2635,6.8566,187.2100,20.7598,0.3252,33.5434,23.0364,12.7836,7.4925,276.4370,15.3559,0.6086,16.9923,9.0135,1.6364,5.4856,108.1617,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_728,La Pampa,Pampeana,VIRTUAL,-39.0000,-63.5000,45.0000,,4.8000,0.2368,8.4000,5.7708,3.6000,1.3664,69.2500,35.4426,0.2291,73.6608,56.8265,38.2182,13.0187,681.9183,1.9377,0.1937,4.7199,3.8494,2.7822,0.7455,46.1923,44.4263,0.3227,64.3038,42.0449,19.8775,13.5682,504.5389,19.1012,0.4395,25.3647,15.6008,6.2635,6.8566,187.2100,20.7598,0.3252,33.5434,23.0364,12.7836,7.4925,276.4370,15.3559,0.6086,16.9923,9.0135,1.6364,5.4856,108.1617,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_729,Buenos Aires,Pampeana,VIRTUAL,-39.0000,-63.0000,33.0000,,4.5500,0.2276,8.0500,5.5000,3.5000,1.2517,66.0000,33.8153,0.2086,75.2543,59.3894,41.4390,12.3861,712.6734,1.7963,0.1800,4.7115,3.9114,2.9152,0.7042,46.9370,53.8347,0.3408,74.7306,48.2764,20.8959,16.4546,579.3163,18.6508,0.4342,24.9713,15.4240,6.3205,6.6977,185.0882,20.5407,0.3271,33.0544,22.6241,12.5137,7.3996,271.4886,14.9854,0.5926,16.8810,9.0828,1.8956,5.3827,108.9939,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_73,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-78.0000,-48.5000,472.0000,,2.8000,0.1294,7.1500,5.6917,4.3500,0.7363,68.3000,6.1884,0.0218,97.7717,95.6059,91.5833,2.0854,1147.2712,1.3315,0.0691,6.8539,6.1098,5.5224,0.4221,54.9886,11.6803,0.1563,26.5655,19.6373,14.8852,3.0694,235.6473,26.7061,-0.4122,-8.0515,-23.8873,-34.7576,9.8461,-286.6475,25.0231,-0.4391,-6.2741,-21.2182,-31.2972,9.3170,-254.6178,27.7710,-0.3764,-10.3830,-26.8543,-38.1540,10.1074,-322.2520,1405.9130,1316.8187,-23.0859,23.4498,24.0000,0.0000,54.9141,101.4498
estacion_virtual_730,Buenos Aires,Pampeana,VIRTUAL,-39.0000,-61.5000,0.0000,,4.8000,0.1992,9.4500,7.0292,4.6500,1.4006,84.3500,19.4626,0.0974,78.6653,69.5350,59.2027,6.7698,834.4202,1.6848,0.1599,4.7887,4.0325,3.1039,0.6447,48.3904,54.9223,0.3190,86.8499,61.2371,31.9276,19.5340,734.8447,14.6355,0.3524,22.4321,15.0520,7.7966,5.3050,180.6241,15.9815,0.3003,27.2143,19.1343,11.2328,5.7465,229.6115,12.5253,0.4112,17.5187,11.2564,4.9934,4.6286,135.0764,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_731,Neuquén,Patagonia,VIRTUAL,-38.5000,-70.5000,816.0000,,11.5500,0.4418,15.6500,9.5292,4.1000,4.2096,114.3500,28.3600,0.1563,80.8732,66.3534,52.5132,10.3694,796.2408,3.0268,0.3205,4.9300,3.5827,1.9032,1.1481,42.9918,93.0201,0.5443,115.5529,56.2031,22.5328,30.5926,674.4367,15.1261,0.6794,15.7571,8.0523,0.6310,5.4709,96.6277,18.7221,0.4441,24.4033,15.2774,5.6812,6.7844,183.3291,10.5082,1.9068,7.4349,1.9772,-3.0733,3.7701,23.7260,1405.9130,1316.8187,-23.0859,23.4498,14.6425,9.3088,15.4141,61.9498
